,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
207134,6,0,6,1.0,0.8,0.8,1.0,0.8,0.7,0.8,0.6,0.7,0.8,0.8,0.9
208367,5,0,5,1.0,0.8,0.8,1.0,0.6,0.7,0.8,0.4,0.6,0.7,0.8,1.0
208378,6,0,6,1.0,0.9,0.8,1.0,0.6,0.9,0.8,0.8,0.9,0.9,0.8,1.0
68447,6,0,6,1.0,0.0,0.8,0.8,0.7,0.7,0.8,0.5,0.6,0.8,0.8,0.5
66473,5,0,5,1.0,0.8,0.8,1.0,0.5,0.5,0.8,0.7,0.5,0.9,0.8,1.0
66485,1,0,1,1.0,0.7,0.8,0.9,0.7,0.7,0.8,0.6,0.9,0.8,0.8,1.0
66533,6,0,6,1.0,0.9,0.8,0.9,0.4,0.5,0.8,0.6,0.7,0.9,0.8,0.8
66556,6,0,6,1.0,0.6,0.8,0.8,0.6,0.6,0.8,0.6,1.0,0.3,0.8,1.0
209833,5,0,5,1.0,0.7,0.8,1.0,0.5,0.8,0.8,0.7,1.0,0.9,0.8,1.0
209684,7,0,7,1.0,0.7,0.8,1.0,0.7,0.6,0.8,0.5,1.0,1.0,0.8,1.0
66960,9,0,9,1.0,0.7,0.8,1.0,0.6,0.6,0.8,0.5,0.9,1.0,0.8,1.0
67178,7,0,7,1.0,0.6,0.8,1.0,0.6,0.6,0.8,0.7,1.0,1.0,0.8,1.0
67288,10,0,10,1.0,0.8,0.8,1.0,0.4,0.6,0.8,0.6,1.0,0.8,0.8,1.0
67296,8,0,8,1.0,0.8,0.8,1.0,0.7,0.6,0.8,0.5,1.0,0.6,0.8,1.0
67415,6,0,6,1.0,0.5,0.8,1.0,0.8,0.7,0.8,0.4,1.0,0.6,0.8,1.0
67487,6,0,6,1.0,0.4,0.8,1.0,0.6,0.5,0.9,0.9,0.7,0.7,0.8,1.0
209059,5,0,5,1.0,0.6,0.8,0.9,0.6,0.7,0.8,0.5,0.9,0.9,0.8,0.9
208936,6,0,6,1.0,0.5,0.8,1.0,0.7,0.5,0.8,0.6,0.8,0.9,0.8,1.0
208907,8,0,8,1.0,0.6,0.8,0.8,0.5,0.6,0.8,0.1,1.0,0.7,0.8,0.6
208683,12,0,12,1.0,0.8,0.8,1.0,0.5,0.4,0.8,0.7,1.0,1.0,0.8,1.0
67693,6,0,6,1.0,0.6,0.8,1.0,0.7,0.6,0.8,0.4,1.0,1.0,0.8,1.0
67910,8,0,8,1.0,0.6,0.8,1.0,0.6,0.5,0.8,0.6,0.9,0.6,0.8,1.0
208620,7,0,7,1.0,0.6,0.8,1.0,0.5,0.7,0.8,0.5,0.6,0.9,0.8,0.9
137684,11,0,11,1.0,0.7,0.8,1.0,0.7,0.6,0.8,0.4,1.0,0.7,0.8,1.0
208591,5,0,5,1.0,0.8,0.8,0.9,0.5,0.7,0.9,0.9,0.8,0.9,0.8,1.0
208468,5,0,5,1.0,0.6,0.8,0.9,0.9,0.8,0.8,0.4,1.0,0.6,0.8,1.0
68344,5,0,5,1.0,0.5,0.8,0.8,0.5,0.6,0.8,0.4,0.7,0.8,0.8,0.4
39284,6,0,6,1.0,0.6,0.8,1.0,0.4,0.7,0.8,0.5,1.0,0.8,0.8,1.0
67930,12,0,12,1.0,0.9,0.8,1.0,0.7,0.6,0.8,0.4,1.0,1.0,0.8,1.0
