,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
184354,1,4,5,0.2,0.68,0.77,0.61,0.55,0.68,0.76,0.69,0.64,0.8,0.75,0.84
26628,1,4,5,0.2,0.72,0.77,0.7,0.65,0.67,0.76,0.53,0.65,0.65,0.75,0.78
109403,1,4,5,0.2,0.74,0.77,0.6,0.55,0.58,0.76,0.56,0.51,0.7,0.75,0.57
76001,1,4,5,0.2,0.74,0.77,0.77,0.48,0.66,0.76,0.47,0.7,0.68,0.75,0.57
102154,1,4,5,0.2,0.66,0.77,0.52,0.52,0.56,0.76,0.51,0.59,0.76,0.75,0.53
252827,3,12,15,0.2,0.71,0.77,0.53,0.53,0.57,0.76,0.48,0.61,0.39,0.75,0.19
132007,1,4,5,0.2,0.7,0.77,0.73,0.53,0.56,0.76,0.56,0.76,0.71,0.75,0.95
276563,1,4,5,0.2,0.68,0.77,0.76,0.51,0.79,0.76,0.57,0.67,0.66,0.75,0.89
35179,1,4,5,0.2,0.72,0.77,0.47,0.5,0.71,0.76,0.62,0.42,0.22,0.75,0.2
265194,1,4,5,0.2,0.72,0.77,0.64,0.51,0.58,0.76,0.59,0.68,0.7,0.75,0.85
256874,1,4,5,0.2,0.69,0.77,0.64,0.51,0.57,0.76,0.58,0.65,0.71,0.75,0.67
186032,1,4,5,0.2,0.72,0.77,0.72,0.55,0.72,0.76,0.57,0.73,0.71,0.75,0.76
151846,1,4,5,0.2,0.71,0.77,0.71,0.52,0.58,0.76,0.61,0.7,0.63,0.75,0.61
84820,1,4,5,0.2,0.71,0.77,0.63,0.59,0.49,0.76,0.57,0.74,0.72,0.75,0.41
184990,1,4,5,0.2,0.7,0.77,0.47,0.52,0.55,0.76,0.51,0.43,0.42,0.75,0.3
198982,1,4,5,0.2,0.75,0.77,0.43,0.49,0.69,0.76,0.56,0.49,0.22,0.75,0.22
106950,2,8,10,0.2,0.71,0.77,0.68,0.54,0.54,0.76,0.53,0.62,0.71,0.75,0.54
83069,1,4,5,0.2,0.71,0.77,0.47,0.51,0.59,0.76,0.56,0.49,0.69,0.75,0.64
184684,1,4,5,0.2,0.65,0.77,0.71,0.47,0.52,0.76,0.65,0.68,0.72,0.75,0.79
37584,1,4,5,0.2,0.72,0.77,0.64,0.51,0.7,0.76,0.62,0.58,0.72,0.75,0.8
69410,1,4,5,0.2,0.78,0.77,0.67,0.51,0.73,0.76,0.57,0.78,0.74,0.75,0.83
69460,1,4,5,0.2,0.72,0.77,0.59,0.53,0.66,0.76,0.56,0.47,0.35,0.75,0.44
123433,1,4,5,0.2,0.68,0.77,0.43,0.48,0.6,0.76,0.62,0.49,0.63,0.75,0.48
209985,1,4,5,0.2,0.73,0.77,0.61,0.48,0.57,0.76,0.55,0.69,0.81,0.75,0.82
123597,1,4,5,0.2,0.58,0.77,0.75,0.44,0.58,0.76,0.43,0.78,0.72,0.75,0.73
94385,1,4,5,0.2,0.66,0.77,0.72,0.48,0.73,0.76,0.62,0.77,0.68,0.75,0.86
70772,1,4,5,0.2,0.62,0.77,0.43,0.54,0.58,0.76,0.52,0.41,0.22,0.75,0.41
253403,1,4,5,0.2,0.73,0.77,0.53,0.5,0.72,0.76,0.53,0.57,0.78,0.75,0.59
242409,5,19,24,0.2083333333333333,0.64,0.77,0.51,0.59,0.64,0.76,0.58,0.51,0.22,0.75,0.13
167507,2,7,9,0.2222222222222222,0.76,0.77,0.37,0.52,0.56,0.76,0.55,0.65,0.62,0.75,0.31
167478,2,7,9,0.2222222222222222,0.71,0.77,0.57,0.57,0.59,0.76,0.6,0.58,0.56,0.75,0.64
85433,2,7,9,0.2222222222222222,0.64,0.77,0.63,0.5,0.56,0.76,0.56,0.49,0.73,0.75,0.52
90766,2,7,9,0.2222222222222222,0.71,0.77,0.51,0.59,0.77,0.76,0.52,0.38,0.69,0.75,0.2
259004,2,7,9,0.2222222222222222,0.54,0.77,0.56,0.49,0.64,0.76,0.43,0.54,0.73,0.75,0.41
