,count,Random,MostPop,UserKNN,MF,PMF,BPR,NMF,WMF,PF,NeuMF,VAECF
706,0.0034623858986465,9,0,11,0,0,0,0,4,0,0,28
607,0.0034623858986465,23,0,3,1,0,0,0,2,0,0,0
1209,0.0034623858986465,15,0,11,25,8,0,41,5,0,0,0
1384,0.0034623858986465,10,0,10,11,0,0,3,8,0,0,0
1677,0.0034623858986465,15,0,18,1,1,0,6,5,0,0,16
3525,0.0034623858986465,11,0,7,0,0,0,0,3,0,0,0
3573,0.0034623858986465,12,0,13,0,0,0,17,6,0,0,0
1344,0.0034623858986465,14,0,3,0,0,0,0,1,0,0,0
148,0.0034623858986465,14,0,8,0,0,0,0,5,0,0,0
42,0.0034623858986465,11,0,7,0,0,0,0,3,0,0,0
694,0.0033050047214353,15,0,10,17,0,0,4,5,53,0,0
3466,0.0033050047214353,17,0,4,0,0,0,0,0,0,0,0
758,0.0033050047214353,12,0,7,3,0,0,0,5,0,0,0
4036,0.0033050047214353,14,0,4,0,0,0,0,1,0,0,0
213,0.0033050047214353,16,0,19,0,0,0,0,24,0,0,36
1701,0.0033050047214353,12,0,13,0,0,0,0,10,0,0,0
968,0.0033050047214353,11,0,8,0,0,0,0,16,0,0,0
3349,0.0033050047214353,14,0,9,0,0,0,0,4,0,0,0
969,0.0033050047214353,6,0,13,0,0,0,0,8,0,0,0
2139,0.0033050047214353,15,0,5,11,0,0,1,4,0,0,0
214,0.0033050047214353,15,0,6,0,0,0,0,6,0,0,0
3727,0.0033050047214353,7,0,18,0,0,0,0,3,0,0,0
1520,0.0033050047214353,14,0,10,4,0,0,0,16,0,0,15
1408,0.0033050047214353,9,0,2,0,0,0,0,0,0,0,0
4844,0.0033050047214353,13,0,10,0,0,0,0,11,0,0,9
1357,0.0033050047214353,15,0,21,1,0,0,1,15,22,0,0
3817,0.0033050047214353,15,0,5,0,0,0,0,2,0,0,2
1075,0.0033050047214353,8,0,6,0,0,0,0,5,0,0,13
867,0.0033050047214353,13,0,7,0,0,0,0,2,0,0,0
3912,0.0033050047214353,9,0,3,0,0,0,0,1,0,0,0
642,0.0033050047214353,16,0,9,2,0,0,13,1,63,0,0
1006,0.0033050047214353,19,0,3,5,0,0,1,3,0,0,0
2240,0.0033050047214353,14,0,1,0,0,0,0,1,0,0,0
1177,0.0033050047214353,18,0,4,1,0,0,2,2,0,0,0
150,0.0033050047214353,12,0,5,0,0,0,0,5,0,0,0
3546,0.0033050047214353,24,0,5,0,0,0,0,3,0,0,0
157,0.0033050047214353,20,0,7,0,0,0,0,4,0,0,0
572,0.0033050047214353,13,0,2,0,0,0,0,0,0,0,0
2735,0.0033050047214353,11,0,12,2,0,0,12,9,36,0,0
591,0.0033050047214353,15,0,3,19,0,0,1,0,0,0,0
275,0.0033050047214353,0,0,32,2,0,0,0,14,0,0,0
1675,0.0033050047214353,10,0,3,0,0,0,0,1,27,0,0
1305,0.0033050047214353,12,0,9,31,0,0,1,11,0,0,0
1794,0.0033050047214353,12,0,1,0,0,0,0,0,0,0,0
805,0.0033050047214353,17,0,2,4,0,0,13,5,35,0,0
495,0.0033050047214353,15,0,13,4,0,0,0,12,0,0,9
488,0.0033050047214353,13,0,4,0,0,0,0,2,0,0,0
3190,0.0033050047214353,17,0,5,18,0,0,1,4,0,0,0
1270,0.0033050047214353,12,0,3,0,0,0,0,1,0,0,0
2731,0.0033050047214353,13,0,15,0,0,0,1,16,0,0,0
2742,0.0033050047214353,9,0,4,13,0,0,7,1,27,0,0
1909,0.0033050047214353,15,0,18,0,0,0,0,13,0,0,0
3287,0.0033050047214353,6,0,5,2,0,0,0,8,0,0,0
192,0.0033050047214353,7,0,11,4,0,0,0,1,0,0,0
196,0.0033050047214353,19,0,1,0,0,0,1,2,0,0,0
3783,0.0033050047214353,14,0,4,0,0,0,1,1,0,0,0
4178,0.0033050047214353,18,0,5,0,0,0,0,1,0,0,0
3092,0.0033050047214353,15,0,10,0,0,0,0,6,0,0,0
1269,0.0031476235442241,6,0,1,0,0,0,0,2,0,0,0
2300,0.0031476235442241,14,0,5,0,0,0,7,5,17,0,0
4054,0.0031476235442241,11,0,1,0,0,0,0,1,33,0,0
1586,0.0031476235442241,9,0,9,16,0,0,38,4,0,0,0
3332,0.0031476235442241,10,0,6,1,0,0,0,1,0,0,0
1494,0.0031476235442241,12,0,1,0,0,0,0,1,0,0,0
1185,0.0031476235442241,11,0,10,0,0,0,0,4,0,0,0
2478,0.0031476235442241,9,0,6,0,0,0,73,6,0,0,0
2468,0.0031476235442241,10,0,2,0,0,0,0,0,0,0,0
1157,0.0031476235442241,10,0,6,0,0,0,0,3,0,0,0
1809,0.0031476235442241,16,0,4,42,0,0,5,5,0,0,0
1828,0.0031476235442241,13,0,8,0,0,0,0,10,0,0,0
1139,0.0031476235442241,5,0,10,0,0,0,0,6,0,0,0
4325,0.0031476235442241,12,0,8,0,0,0,0,7,0,0,0
3294,0.0031476235442241,7,0,4,0,0,0,1,1,0,0,0
2898,0.0031476235442241,11,0,3,0,0,0,0,2,0,0,0
1078,0.0031476235442241,10,0,5,48,0,0,8,2,35,0,0
1571,0.0031476235442241,7,0,18,55,0,0,16,12,25,0,1
2878,0.0031476235442241,14,0,7,0,0,0,4,7,0,0,0
2060,0.0031476235442241,17,0,7,13,0,0,0,5,57,0,0
4396,0.0031476235442241,13,0,9,0,0,0,0,5,0,0,0
2083,0.0031476235442241,10,0,1,3,0,0,0,2,0,0,0
2085,0.0031476235442241,7,0,11,0,0,0,0,13,32,0,42
2088,0.0031476235442241,13,0,0,0,0,0,0,1,0,0,0
3975,0.0031476235442241,7,0,11,15,0,0,80,7,0,0,0
1291,0.0031476235442241,10,0,0,0,0,0,2,1,0,0,0
1878,0.0031476235442241,15,0,6,75,0,0,26,7,0,0,0
3824,0.0031476235442241,9,0,6,1,0,0,0,5,0,0,0
3707,0.0031476235442241,13,0,6,0,0,0,0,6,0,0,0
25,0.0031476235442241,16,0,11,0,0,0,0,5,30,0,0
188,0.0031476235442241,13,0,8,0,0,0,0,7,0,0,0
601,0.0031476235442241,16,0,4,0,0,0,0,4,0,0,0
3784,0.0031476235442241,12,0,7,0,0,0,0,9,0,0,0
466,0.0031476235442241,12,0,7,17,0,0,21,1,0,0,0
576,0.0031476235442241,14,0,1,1,0,0,0,0,0,0,0
563,0.0031476235442241,19,0,0,1,0,0,5,4,0,0,0
339,0.0031476235442241,16,0,2,1,0,0,5,2,0,0,0
83,0.0031476235442241,10,0,11,10,0,0,0,4,0,0,0
36,0.0031476235442241,15,0,7,7,0,0,31,1,19,0,0
479,0.0031476235442241,7,0,10,3,0,0,3,3,0,0,0
3695,0.0031476235442241,14,0,4,22,0,0,0,5,0,0,0
554,0.0031476235442241,14,0,10,20,0,0,0,12,34,0,0
3721,0.0031476235442241,14,0,12,0,0,0,0,11,0,0,0
306,0.0031476235442241,12,0,2,0,0,0,0,0,0,0,1
77,0.0031476235442241,13,0,9,5,0,0,3,6,0,0,0
309,0.0031476235442241,8,0,18,2,0,0,0,15,65,0,0
627,0.0031476235442241,12,0,6,10,0,0,14,4,0,0,0
3582,0.0031476235442241,14,0,14,0,0,0,0,10,73,0,22
753,0.0031476235442241,14,0,10,0,0,0,0,10,0,0,0
854,0.0031476235442241,13,0,10,2,0,0,0,13,0,0,9
675,0.0031476235442241,7,0,13,0,0,0,0,8,0,0,0
3390,0.0029902423670129,17,0,4,0,0,0,0,2,0,0,0
530,0.0029902423670129,14,0,2,0,0,0,0,2,0,0,0
782,0.0029902423670129,10,0,11,0,0,0,0,20,43,0,0
390,0.0029902423670129,13,0,7,0,0,0,0,6,0,0,0
3562,0.0029902423670129,18,0,5,0,0,0,2,6,0,0,0
2662,0.0029902423670129,11,0,8,0,0,0,0,12,0,0,11
2961,0.0029902423670129,14,0,2,0,0,0,0,2,0,0,0
1934,0.0029902423670129,11,0,1,1,0,0,3,2,0,0,0
1358,0.0029902423670129,13,0,18,0,0,0,1,15,0,0,0
88,0.0029902423670129,18,0,2,0,0,0,5,0,0,0,0
2599,0.0029902423670129,15,0,1,0,0,0,0,0,0,0,0
3755,0.0029902423670129,15,0,1,0,0,0,0,2,0,0,0
303,0.0029902423670129,10,0,9,1,0,0,0,4,0,0,0
3077,0.0029902423670129,17,0,1,0,0,0,173,3,0,0,0
2604,0.0029902423670129,11,0,4,0,0,0,5,7,0,0,0
405,0.0029902423670129,5,0,5,1,0,0,13,2,0,0,0
1621,0.0029902423670129,13,0,5,0,0,0,0,1,0,0,0
1747,0.0029902423670129,12,0,7,0,0,0,9,7,0,0,0
2853,0.0029902423670129,15,0,7,1,0,0,0,5,0,0,0
3652,0.0029902423670129,17,0,8,0,0,0,0,13,0,0,0
2711,0.0029902423670129,15,0,6,0,0,0,0,12,0,0,0
3814,0.0029902423670129,18,0,3,0,0,0,0,3,58,0,0
1013,0.0029902423670129,19,0,7,0,0,0,0,4,0,0,0
4095,0.0029902423670129,13,0,6,34,0,0,12,3,0,0,0
3941,0.0029902423670129,13,0,9,0,0,0,0,9,0,0,0
2670,0.0029902423670129,12,0,19,0,0,0,0,36,0,0,0
2696,0.0029902423670129,19,0,1,0,0,0,0,3,0,0,0
2492,0.0029902423670129,6,0,8,4,0,0,3,4,51,0,0
170,0.0029902423670129,13,0,7,0,0,0,0,13,0,0,0
3483,0.0029902423670129,15,0,4,0,0,0,0,1,0,0,0
2377,0.0029902423670129,14,0,2,0,0,0,0,1,0,0,0
2285,0.0029902423670129,12,0,0,0,0,0,0,1,0,0,0
1727,0.0029902423670129,17,0,1,1,0,0,0,1,0,0,0
4120,0.0029902423670129,9,0,3,0,0,0,0,0,0,0,0
105,0.0029902423670129,11,0,4,0,0,0,0,8,0,0,0
4301,0.0029902423670129,16,0,4,2,0,0,2,5,0,0,0
3867,0.0029902423670129,21,0,3,2,0,0,18,3,0,0,4
2090,0.0029902423670129,13,0,3,22,0,0,15,4,0,0,0
2536,0.0029902423670129,13,0,3,0,0,0,0,6,0,0,0
2473,0.0029902423670129,18,0,6,32,0,0,65,5,48,0,0
1126,0.0029902423670129,17,0,6,20,0,0,56,2,0,0,0
156,0.0029902423670129,17,0,6,0,0,0,0,9,0,0,0
2763,0.0029902423670129,14,0,15,1,0,0,0,11,57,0,0
3037,0.0029902423670129,13,0,3,0,0,0,0,1,0,0,0
2521,0.0029902423670129,17,0,7,0,0,0,0,5,0,0,0
3348,0.0029902423670129,12,0,3,1,0,0,12,6,0,0,0
1144,0.0029902423670129,9,0,9,0,0,0,1,7,0,0,3
404,0.0029902423670129,16,0,1,2,0,0,0,1,0,0,0
1310,0.0029902423670129,6,0,2,14,0,0,0,3,0,0,0
2327,0.0029902423670129,11,0,2,0,0,0,0,1,0,0,0
538,0.0029902423670129,12,0,4,0,0,0,0,1,0,0,0
2113,0.0029902423670129,11,0,7,0,0,0,0,5,0,0,1
1511,0.0029902423670129,15,0,4,0,0,0,0,2,0,0,0
2315,0.0029902423670129,16,0,5,0,0,0,0,4,0,0,0
2081,0.0029902423670129,17,0,9,22,0,0,11,7,0,0,0
2805,0.0029902423670129,11,0,5,0,0,0,0,4,0,0,1
2889,0.0029902423670129,14,0,1,13,0,0,0,1,0,0,0
4738,0.0029902423670129,13,0,4,4,0,0,0,0,0,0,0
302,0.0029902423670129,16,0,2,0,0,0,0,0,0,0,0
1676,0.0029902423670129,19,0,2,0,0,0,0,2,0,0,0
312,0.0029902423670129,11,0,5,0,0,0,0,3,0,0,4
1245,0.0029902423670129,14,0,14,0,0,0,0,4,0,0,0
4267,0.0029902423670129,15,0,1,0,0,0,0,1,0,0,0
1389,0.0029902423670129,14,0,8,0,0,0,0,10,0,0,0
577,0.0029902423670129,16,0,6,0,0,0,0,4,0,0,0
2685,0.0028328611898017,10,0,3,13,0,0,74,5,0,0,0
1783,0.0028328611898017,14,0,1,0,0,0,0,1,0,0,0
3015,0.0028328611898017,15,0,1,0,0,0,0,1,0,0,0
2611,0.0028328611898017,9,0,7,0,0,0,0,3,0,0,0
3811,0.0028328611898017,13,0,5,2,1,0,90,3,0,0,0
510,0.0028328611898017,19,0,6,0,0,0,0,7,0,0,0
3436,0.0028328611898017,6,0,5,0,0,0,0,9,0,0,0
2345,0.0028328611898017,16,0,3,0,0,0,0,6,0,0,0
4186,0.0028328611898017,16,0,10,0,0,0,0,5,0,0,0
1225,0.0028328611898017,12,0,3,0,0,0,0,1,0,0,0
2937,0.0028328611898017,16,0,11,64,1,0,10,10,0,0,0
2399,0.0028328611898017,9,0,1,0,0,0,0,1,0,0,0
3805,0.0028328611898017,14,0,0,0,0,0,0,1,0,0,0
4382,0.0028328611898017,16,0,3,1,0,0,0,3,0,0,0
1216,0.0028328611898017,18,0,2,0,0,0,0,1,0,0,0
1237,0.0028328611898017,13,0,1,0,0,0,0,1,0,0,0
5315,0.0028328611898017,14,0,9,1,0,0,0,7,0,0,3
1548,0.0028328611898017,13,0,6,0,0,0,0,9,0,0,0
3310,0.0028328611898017,9,0,10,0,0,0,14,3,0,0,0
3512,0.0028328611898017,10,0,5,31,0,0,42,5,0,0,0
2680,0.0028328611898017,16,0,8,0,0,0,0,9,0,0,0
1637,0.0028328611898017,9,0,6,0,0,0,0,2,0,0,0
629,0.0028328611898017,18,0,3,0,0,0,0,3,0,0,0
2338,0.0028328611898017,15,0,8,6,0,0,22,4,0,0,0
1655,0.0028328611898017,11,0,5,0,0,0,0,7,0,0,0
3409,0.0028328611898017,16,0,2,0,0,0,0,1,0,0,0
562,0.0028328611898017,9,0,5,0,0,0,0,5,0,0,0
561,0.0028328611898017,16,0,5,0,0,0,0,5,0,0,0
2277,0.0028328611898017,14,0,6,0,0,0,0,9,0,0,11
2826,0.0028328611898017,9,0,15,14,0,0,0,14,0,0,0
3795,0.0028328611898017,12,0,13,43,2,0,20,14,62,0,0
3243,0.0028328611898017,15,0,6,0,0,0,0,9,0,0,0
1792,0.0028328611898017,12,0,4,0,0,0,0,1,0,0,0
3603,0.0028328611898017,13,0,7,0,0,0,0,4,0,0,0
746,0.0028328611898017,17,0,3,0,0,0,0,1,0,0,0
459,0.0028328611898017,14,0,4,1,0,0,0,3,0,0,0
4150,0.0028328611898017,12,0,7,0,0,0,0,5,0,0,0
1321,0.0028328611898017,13,0,8,0,0,0,0,5,0,0,0
820,0.0028328611898017,9,0,6,0,0,0,0,2,0,0,0
1317,0.0028328611898017,12,0,1,0,0,0,0,0,0,0,0
3087,0.0028328611898017,13,0,5,0,0,0,0,4,0,0,0
1949,0.0028328611898017,17,0,4,0,0,0,0,3,0,0,0
3661,0.0028328611898017,16,0,25,0,0,0,1,14,36,0,3
1303,0.0028328611898017,20,0,5,0,0,0,2,8,0,0,0
2133,0.0028328611898017,15,0,11,2,0,0,49,12,0,0,0
284,0.0028328611898017,10,0,7,0,0,0,0,1,0,0,0
970,0.0028328611898017,19,0,5,0,0,0,0,3,17,0,0
30,0.0028328611898017,17,0,2,7,0,0,240,3,0,0,0
471,0.0028328611898017,14,0,4,1,0,0,1,3,0,0,0
33,0.0028328611898017,14,0,1,1,0,0,11,1,37,0,0
2761,0.0028328611898017,10,0,8,0,0,0,0,8,0,0,0
2518,0.0028328611898017,10,0,6,0,10,0,0,6,0,0,0
2572,0.0028328611898017,10,0,1,5,0,0,4,2,0,0,0
2522,0.0028328611898017,10,0,2,0,0,0,0,0,0,0,0
3876,0.0028328611898017,9,0,1,0,0,0,0,1,0,0,0
1990,0.0028328611898017,17,0,11,0,0,0,4,14,0,0,0
1361,0.0028328611898017,15,0,0,0,0,0,0,0,0,0,0
353,0.0028328611898017,9,0,1,0,0,0,0,2,0,0,0
4072,0.0028328611898017,17,0,3,0,0,0,2,6,0,0,0
3872,0.0028328611898017,21,0,2,2,0,0,1,1,0,0,0
7,0.0028328611898017,12,0,12,0,0,0,85,11,0,0,6
812,0.0028328611898017,14,0,8,0,0,0,0,10,0,0,11
2034,0.0028328611898017,12,0,0,0,0,0,0,1,0,0,0
2038,0.0028328611898017,14,0,0,0,0,0,0,2,0,0,0
2064,0.0028328611898017,14,0,4,2,0,0,0,1,0,0,0
3110,0.0028328611898017,15,0,4,1,0,0,0,5,0,0,0
2873,0.0028328611898017,18,0,5,0,0,0,0,11,46,0,0
4317,0.0028328611898017,10,0,13,0,0,0,0,6,0,0,0
972,0.0028328611898017,13,0,8,0,0,0,0,5,43,0,0
514,0.0028328611898017,9,0,4,1,0,0,0,7,0,0,0
2596,0.0028328611898017,16,0,3,0,0,0,0,3,0,0,0
2714,0.0028328611898017,12,0,3,0,0,0,2,1,0,0,0
487,0.0028328611898017,11,0,2,0,0,0,0,4,0,0,0
3445,0.0028328611898017,11,0,6,1,0,0,0,4,0,0,0
775,0.0028328611898017,10,0,2,10,0,0,54,8,0,0,13
1859,0.0028328611898017,15,0,14,0,0,0,0,15,0,0,4
4817,0.0028328611898017,15,0,6,0,0,0,0,4,0,0,0
1435,0.0028328611898017,15,0,1,0,0,0,0,0,0,0,0
845,0.0028328611898017,15,0,3,1,0,0,0,1,0,0,0
1113,0.0028328611898017,17,0,5,49,0,0,0,4,0,0,0
2471,0.0028328611898017,16,0,7,10,0,0,6,2,0,0,0
1868,0.0028328611898017,19,0,7,0,0,0,0,11,0,0,21
2595,0.0028328611898017,17,0,6,0,0,0,0,7,0,0,0
3377,0.0028328611898017,14,0,3,0,0,0,0,6,0,0,0
1889,0.0028328611898017,21,0,14,0,0,0,0,6,0,0,0
161,0.0028328611898017,13,0,6,0,0,0,0,6,0,0,0
140,0.0028328611898017,11,0,8,0,0,0,0,18,0,0,0
1096,0.0028328611898017,16,0,4,0,0,0,0,5,0,0,0
1130,0.0028328611898017,10,0,9,0,0,0,0,11,0,0,0
1429,0.0028328611898017,17,0,9,0,0,0,1,10,0,0,0
3526,0.0026754800125904,6,0,6,7,0,0,9,5,0,0,0
3316,0.0026754800125904,14,0,6,12,0,0,103,5,0,0,0
798,0.0026754800125904,8,0,8,5,0,0,91,9,0,0,0
811,0.0026754800125904,13,0,4,0,0,0,0,5,25,0,0
2603,0.0026754800125904,11,0,6,0,0,0,0,5,0,0,0
3728,0.0026754800125904,10,0,12,0,0,0,0,2,0,0,0
2402,0.0026754800125904,9,0,3,0,0,0,0,3,0,0,0
2390,0.0026754800125904,16,0,4,0,0,0,0,5,0,0,0
3335,0.0026754800125904,23,0,2,1,0,0,0,2,0,0,0
1271,0.0026754800125904,18,0,7,3,0,0,4,4,0,0,0
1563,0.0026754800125904,9,0,5,1290,1094,0,552,2,0,0,0
727,0.0026754800125904,8,0,9,0,0,0,0,9,23,0,1
1540,0.0026754800125904,18,0,6,0,0,0,0,5,0,0,0
4400,0.0026754800125904,11,0,4,0,0,0,0,6,0,0,0
2620,0.0026754800125904,14,0,3,0,0,0,0,1,0,0,0
1413,0.0026754800125904,23,0,1,0,0,0,0,1,0,0,0
723,0.0026754800125904,14,0,2,5,0,0,69,2,0,0,0
840,0.0026754800125904,13,0,3,0,0,0,0,2,0,0,0
2589,0.0026754800125904,18,0,3,0,0,0,0,1,0,0,0
1254,0.0026754800125904,5,0,5,0,0,0,0,10,0,0,0
2502,0.0026754800125904,20,0,5,0,0,0,0,4,0,0,0
785,0.0026754800125904,12,0,15,0,185,0,17,16,0,0,0
729,0.0026754800125904,11,0,4,10,0,0,0,9,0,0,0
1380,0.0026754800125904,9,0,3,0,0,0,0,0,0,0,0
187,0.0026754800125904,10,0,6,0,0,0,0,4,0,0,0
1485,0.0026754800125904,17,0,0,0,0,0,0,1,0,0,0
3597,0.0026754800125904,15,0,1,0,0,0,0,1,0,0,0
733,0.0026754800125904,11,0,1,0,0,0,0,2,0,0,0
106,0.0026754800125904,24,0,9,0,0,0,3,4,0,0,0
2928,0.0026754800125904,15,0,7,1924,5507,0,572,4,0,0,0
4033,0.0026754800125904,11,0,1,33,0,0,200,2,0,0,0
1719,0.0026754800125904,14,0,0,0,0,0,1,2,0,0,0
801,0.0026754800125904,0,0,9,8,0,0,5,14,0,0,1
4093,0.0026754800125904,14,0,2,1,0,0,0,0,0,0,0
1855,0.0026754800125904,21,0,5,0,0,0,0,7,0,0,0
1849,0.0026754800125904,11,0,4,0,0,0,0,3,0,0,0
1978,0.0026754800125904,11,0,11,0,0,0,22,3,0,0,8
3003,0.0026754800125904,12,0,9,4,0,0,0,6,0,0,0
1974,0.0026754800125904,19,0,6,9,0,0,7,2,38,0,0
1160,0.0026754800125904,9,0,1,0,0,0,0,2,0,0,0
1123,0.0026754800125904,12,0,5,0,0,0,0,6,0,0,0
273,0.0026754800125904,17,0,3,0,0,0,0,2,0,0,0
3082,0.0026754800125904,7,0,10,0,0,0,0,3,0,0,0
4674,0.0026754800125904,6,0,8,2,0,0,10,11,0,0,0
1767,0.0026754800125904,13,0,1,0,0,0,0,1,0,0,0
1768,0.0026754800125904,12,0,4,8,0,0,0,4,0,0,0
295,0.0026754800125904,18,0,3,0,0,0,0,5,0,0,0
2753,0.0026754800125904,8,0,4,1,0,0,3,6,0,0,0
457,0.0026754800125904,7,0,5,45,0,0,99,9,0,0,18
1145,0.0026754800125904,12,0,6,17,0,0,37,13,0,0,0
1784,0.0026754800125904,13,0,7,2,0,0,0,5,43,0,0
944,0.0026754800125904,19,0,6,0,0,0,0,9,0,0,8
280,0.0026754800125904,15,0,4,0,0,0,0,10,0,0,5
939,0.0026754800125904,4,0,12,278,2842,0,415,4,0,0,7
27,0.0026754800125904,21,0,7,0,0,0,0,17,0,0,0
1066,0.0026754800125904,8,0,9,0,0,0,0,7,0,0,0
3216,0.0026754800125904,19,0,14,0,0,0,0,7,18,0,15
1948,0.0026754800125904,15,0,3,1,0,0,2,4,0,0,0
2107,0.0026754800125904,19,0,4,0,0,0,0,5,0,0,0
4476,0.0026754800125904,11,0,4,2,0,0,2,5,0,0,0
292,0.0026754800125904,15,0,2,0,0,0,0,2,0,0,0
341,0.0026754800125904,16,0,2,0,0,0,0,0,0,0,0
2944,0.0026754800125904,13,0,10,4,0,0,0,11,0,0,4
1580,0.0026754800125904,8,0,5,2,0,0,2,2,0,0,0
1081,0.0026754800125904,11,0,4,5,0,0,0,3,0,0,0
2047,0.0026754800125904,14,0,3,0,0,0,0,2,0,0,0
3944,0.0026754800125904,6,0,2,0,0,0,0,2,0,0,0
638,0.0026754800125904,19,0,6,0,0,0,0,2,0,0,16
3970,0.0026754800125904,20,0,3,0,0,0,0,2,0,0,0
2018,0.0026754800125904,19,0,2,0,0,0,0,3,0,0,0
3624,0.0026754800125904,12,0,2,0,0,0,1,2,0,0,0
3277,0.0026754800125904,19,0,1,0,0,0,0,1,0,0,0
619,0.0026754800125904,14,0,5,0,0,0,0,6,0,0,0
1892,0.0026754800125904,12,0,2,0,0,0,0,4,0,0,0
2974,0.0026754800125904,21,0,0,0,0,0,0,1,0,0,0
1997,0.0026754800125904,16,0,10,0,0,0,0,2,0,0,0
1672,0.0026754800125904,15,0,3,0,0,0,0,3,0,0,0
4324,0.0026754800125904,16,0,2,0,0,0,0,0,0,0,0
1103,0.0026754800125904,19,0,1,0,0,0,0,0,0,0,0
2102,0.0026754800125904,11,0,4,5,0,0,6,4,0,0,0
3062,0.0026754800125904,19,0,8,0,0,0,0,9,0,0,0
1690,0.0026754800125904,16,0,10,2,0,0,0,5,0,0,0
526,0.0026754800125904,13,0,10,0,0,0,0,4,29,0,0
783,0.0025180988353792,8,0,9,46,120,0,18,11,0,0,24
2136,0.0025180988353792,15,0,11,5,28,0,0,15,0,0,0
474,0.0025180988353792,18,0,2,0,0,0,0,3,0,0,0
668,0.0025180988353792,14,0,1,0,0,0,0,0,0,0,0
2899,0.0025180988353792,15,0,1,2,0,0,6,0,0,0,0
2533,0.0025180988353792,15,0,0,0,0,0,0,3,0,0,0
2541,0.0025180988353792,10,0,6,12,0,0,0,3,0,0,0
4275,0.0025180988353792,17,0,10,0,0,0,0,12,0,0,10
4780,0.0025180988353792,18,0,3,0,0,0,0,0,0,0,0
3972,0.0025180988353792,14,0,1,0,0,0,0,0,0,0,0
2015,0.0025180988353792,13,0,8,0,0,0,0,5,0,0,0
2006,0.0025180988353792,16,0,5,12,406,0,43,3,0,0,0
416,0.0025180988353792,11,0,5,0,0,0,0,5,0,0,0
1987,0.0025180988353792,18,0,3,1,0,0,25,7,0,0,1
2508,0.0025180988353792,7,0,1,0,0,0,1,2,0,0,0
1986,0.0025180988353792,13,0,1,0,0,0,0,1,0,0,0
2105,0.0025180988353792,12,0,5,0,0,0,0,1,0,0,0
3133,0.0025180988353792,8,0,2,0,0,0,0,2,0,0,0
422,0.0025180988353792,22,0,5,0,0,0,0,5,0,0,0
2509,0.0025180988353792,17,0,3,0,0,0,0,3,0,0,0
1417,0.0025180988353792,13,0,2,0,0,0,0,5,0,0,0
3140,0.0025180988353792,12,0,7,0,0,0,0,16,0,0,10
2146,0.0025180988353792,13,0,1,0,0,0,0,2,0,0,0
3034,0.0025180988353792,14,0,4,0,0,0,0,2,0,0,0
332,0.0025180988353792,17,0,1,0,0,0,0,0,0,0,0
478,0.0025180988353792,0,0,3,0,0,0,9,2,0,0,0
3703,0.0025180988353792,9,0,1,0,0,0,0,1,0,0,0
183,0.0025180988353792,17,0,3,0,0,0,0,1,0,0,0
2302,0.0025180988353792,12,0,5,0,0,0,0,4,25,0,1
2316,0.0025180988353792,12,0,1,0,0,0,0,0,0,0,0
4171,0.0025180988353792,18,0,9,5,0,0,5,8,0,0,0
4743,0.0025180988353792,23,0,2,0,0,0,0,2,0,0,2
2317,0.0025180988353792,12,0,6,11,0,0,60,4,0,0,0
705,0.0025180988353792,11,0,3,0,0,0,0,4,0,0,0
2325,0.0025180988353792,16,0,1,0,0,0,0,4,0,0,0
1531,0.0025180988353792,16,0,5,5,0,0,0,4,0,0,0
1632,0.0025180988353792,15,0,4,0,0,0,0,5,0,0,0
237,0.0025180988353792,9,0,6,0,0,0,0,10,0,0,0
3284,0.0025180988353792,12,0,4,0,0,0,0,3,0,0,0
683,0.0025180988353792,14,0,4,0,0,0,0,3,0,0,0
2358,0.0025180988353792,13,0,3,11,0,0,10,1,0,0,0
1604,0.0025180988353792,16,0,3,0,0,0,0,2,0,0,1
658,0.0025180988353792,11,0,3,0,0,0,23,3,33,0,0
1346,0.0025180988353792,18,0,7,0,0,0,0,9,0,0,6
1728,0.0025180988353792,15,0,3,4,0,0,2,5,0,0,0
3002,0.0025180988353792,13,0,1,0,0,0,1,2,0,0,0
3932,0.0025180988353792,13,0,4,0,0,0,0,7,0,0,0
1424,0.0025180988353792,13,0,2,1,0,0,0,1,0,0,0
318,0.0025180988353792,14,0,5,0,0,0,0,8,0,0,0
1433,0.0025180988353792,20,0,4,0,0,0,0,8,0,0,0
1882,0.0025180988353792,16,0,5,0,0,0,0,3,0,0,0
3940,0.0025180988353792,16,0,3,0,0,0,0,2,0,0,0
665,0.0025180988353792,16,0,4,3,0,0,0,2,0,0,0
3208,0.0025180988353792,13,0,5,0,0,0,0,7,0,0,0
2469,0.0025180988353792,20,0,1,0,0,0,0,3,0,0,0
541,0.0025180988353792,20,0,8,1531,4905,0,458,6,0,0,0
288,0.0025180988353792,9,0,7,0,0,0,0,8,0,0,0
740,0.0025180988353792,14,0,5,1,0,0,0,4,0,0,0
3020,0.0025180988353792,14,0,1,0,0,0,0,1,0,0,0
4551,0.0025180988353792,12,0,7,0,0,0,0,8,0,0,0
3017,0.0025180988353792,13,0,1,0,0,0,0,4,0,0,0
3012,0.0025180988353792,10,0,4,0,0,0,0,6,18,0,0
3239,0.0025180988353792,20,0,7,0,0,0,4,6,16,0,0
1017,0.0025180988353792,18,0,3,0,0,0,0,6,0,0,0
2421,0.0025180988353792,14,0,0,0,0,0,0,0,0,0,0
2754,0.0025180988353792,9,0,3,0,0,0,0,5,0,0,0
