,num_female,num_male,num_other,num_unknown,num_total,ratio_female,male_female_difference,new_male_female_difference_Random,new_male_female_difference_MostPop,new_male_female_difference_UserKNN,new_male_female_difference_MF,new_male_female_difference_PMF,new_male_female_difference_BPR,new_male_female_difference_NMF,new_male_female_difference_WMF,new_male_female_difference_PF,new_male_female_difference_NeuMF,new_male_female_difference_VAECF
162849,6,0,0,0,6,1.0,-1.0,0.13,0.09,-0.13,0.26,0.1,0.07,0.42,-0.04,-0.4,0.08,0.01
104437,6,0,0,0,6,1.0,-1.0,0.11,0.09,-0.33,0.13,0.01,0.07,0.2,-0.07,-0.19,0.08,0.21
54512,5,0,0,0,5,1.0,-1.0,0.07,0.09,-0.31,0.25,0.08,0.07,0.27,-0.38,-0.56,0.08,-0.07
104447,5,0,0,0,5,1.0,-1.0,0.17,0.09,-0.49,0.28,0.33,0.07,0.03,-0.76,-0.18,0.08,-0.65
241749,7,0,0,0,7,1.0,-1.0,0.13,0.09,-0.41,0.23,-0.09,0.07,0.28,-0.4,0.29,0.08,-0.94
108481,6,0,0,0,6,1.0,-1.0,-0.13,0.09,-0.25,0.21,0.27,0.07,0.19,-0.32,0.5,0.08,-0.71
109122,5,0,0,0,5,1.0,-1.0,-0.1,0.09,-0.26,0.3,0.27,0.07,0.27,-0.19,-0.06,0.08,-0.3
153719,6,0,0,0,6,1.0,-1.0,-0.06,0.09,-0.66,0.31,-0.02,0.07,0.2,-0.66,-0.41,0.08,-0.97
153723,9,0,0,0,9,1.0,-1.0,-0.03,0.09,-0.7,0.29,0.12,0.07,0.11,-0.82,-0.26,0.08,-0.93
108261,8,0,0,0,8,1.0,-1.0,0.2,0.09,-0.18,0.17,0.01,0.07,0.15,0.03,0.23,0.08,-0.18
109276,5,0,0,0,5,1.0,-1.0,0.06,0.09,-0.31,0.27,0.06,0.07,0.24,-0.15,0.17,0.08,-0.18
109427,11,0,0,0,11,1.0,-1.0,-0.1,0.09,-0.58,0.21,0.12,0.07,0.32,-0.76,-0.12,0.08,-0.94
31144,6,0,0,0,6,1.0,-1.0,-0.17,0.09,-0.19,0.32,0.26,0.07,0.02,-0.53,0.05,0.08,0.08
31900,6,0,0,0,6,1.0,-1.0,-0.08,0.09,-0.03,0.31,0.23,0.07,0.19,-0.43,-0.02,0.08,0.23
107453,9,0,0,0,9,1.0,-1.0,0.03,0.09,-0.48,0.16,0.2,0.07,0.11,-0.43,-0.5,0.08,-0.05
152082,6,0,0,0,6,1.0,-1.0,-0.05,0.09,0.0,0.21,0.29,0.07,0.24,0.26,0.28,0.08,-0.01
156483,5,0,0,0,5,1.0,-1.0,0.11,0.09,-0.49,0.15,0.08,0.07,0.11,-0.15,0.0,0.08,-0.92
109519,8,0,0,0,8,1.0,-1.0,-0.01,0.09,-0.64,0.09,0.08,0.07,0.1,-0.93,-0.4,0.08,-0.96
106369,12,0,0,0,12,1.0,-1.0,0.07,0.09,-0.35,0.27,0.29,0.07,0.15,-0.29,-0.01,0.08,0.09
106302,6,0,0,0,6,1.0,-1.0,0.14,0.09,-0.09,0.14,0.12,0.07,0.16,0.0,-0.24,0.08,-0.05
241367,7,0,0,0,7,1.0,-1.0,0.09,0.09,-0.27,0.21,0.26,0.07,0.22,-0.08,-0.09,0.08,-0.18
261578,8,0,0,0,8,1.0,-1.0,0.1,0.09,-0.2,0.21,0.03,0.07,0.18,-0.11,0.19,0.08,-0.54
107865,14,0,0,0,14,1.0,-1.0,0.0,0.09,-0.55,0.24,0.18,0.07,0.25,-0.41,0.0,0.08,-0.95
31431,6,0,0,0,6,1.0,-1.0,-0.21,0.09,-0.17,0.25,0.03,0.07,0.31,-0.08,-0.3,0.08,0.06
182086,32,0,0,1,33,0.9696969696969696,-0.9696969696969696,-0.03,0.09,-0.53,0.16,0.02,0.07,0.28,-0.39,0.08,0.08,-0.94
108480,21,0,0,1,22,0.9545454545454546,-0.9545454545454546,-0.07,0.09,-0.9,0.22,0.22,0.07,0.36,-0.9,-0.42,0.08,-0.93
58255,17,0,0,1,18,0.9444444444444444,-0.9444444444444444,-0.01,0.09,-0.7,0.24,0.22,0.07,0.28,-0.79,-0.24,0.08,-0.94
125779,15,0,0,1,16,0.9375,-0.9375,0.11,0.09,-0.64,0.27,0.21,0.07,0.18,-0.73,-0.03,0.08,-0.98
239688,14,0,0,1,15,0.9333333333333332,-0.9333333333333332,0.11,0.09,-0.92,0.23,0.17,0.07,0.2,-0.9,-0.42,0.08,-0.95
17282,13,0,0,1,14,0.9285714285714286,-0.9285714285714286,-0.07,0.09,-0.48,0.27,-0.01,0.07,0.23,-0.74,0.33,0.08,-0.95
269321,25,0,0,2,27,0.925925925925926,-0.925925925925926,-0.2,0.09,-0.75,0.13,0.03,0.07,0.25,-0.68,0.3,0.08,-0.94
63595,26,1,0,0,27,0.9629629629629628,-0.925925925925926,-0.07,0.09,-0.71,0.31,-0.01,0.07,0.24,-0.53,0.34,0.08,-0.92
277945,11,0,0,1,12,0.9166666666666666,-0.9166666666666666,0.06,0.09,-0.68,0.28,0.29,0.07,0.27,-0.68,-0.22,0.08,-0.93
104278,11,0,0,1,12,0.9166666666666666,-0.9166666666666666,0.11,0.09,-0.75,0.1,0.17,0.07,0.15,-0.77,-0.09,0.08,-0.89
170724,22,1,0,0,23,0.9565217391304348,-0.9130434782608696,-0.08,0.09,-0.46,0.12,-0.01,0.07,0.19,-0.44,0.03,0.08,-0.79
273113,109,5,0,0,114,0.956140350877193,-0.912280701754386,-0.06,0.09,-0.84,0.13,0.01,0.07,0.31,-0.95,-0.37,0.08,-0.96
87820,10,0,0,1,11,0.9090909090909092,-0.9090909090909092,-0.01,0.09,-0.45,0.22,-0.09,0.07,0.18,-0.1,0.06,0.08,-0.15
252829,9,0,0,1,10,0.9,-0.9,-0.06,0.09,0.18,0.27,0.09,0.07,0.2,0.09,-0.02,0.08,0.47
129358,18,0,0,2,20,0.9,-0.9,-0.07,0.09,-0.77,0.3,0.08,0.07,0.32,-0.89,-0.22,0.08,-0.92
118275,9,0,0,1,10,0.9,-0.9,0.01,0.09,-0.72,0.13,-0.03,0.07,0.15,-0.57,0.38,0.08,-0.89
148586,9,0,0,1,10,0.9,-0.9,0.04,0.09,-0.22,0.15,0.02,0.07,0.2,0.05,0.13,0.08,-0.22
257198,18,1,0,0,19,0.9473684210526316,-0.8947368421052632,-0.1,0.09,-0.26,0.28,0.22,0.07,0.26,-0.09,0.04,0.08,-0.67
227884,18,1,0,0,19,0.9473684210526316,-0.8947368421052632,-0.11,0.09,-0.14,0.38,-0.04,0.07,0.24,-0.16,0.24,0.08,-0.27
192158,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.03,0.09,-0.26,0.27,-0.13,0.07,0.25,-0.08,-0.3,0.08,-0.03
268239,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.26,0.09,-0.1,0.1,0.0,0.07,0.27,-0.11,0.28,0.08,-0.16
7371,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.0,0.09,-0.23,0.08,0.14,0.07,0.06,0.03,-0.16,0.08,-0.58
165232,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.0,0.09,-0.6,0.23,-0.1,0.07,0.21,-0.4,-0.04,0.08,-0.6
196137,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.13,0.09,-0.42,0.25,0.01,0.07,0.17,-0.29,-0.02,0.08,-0.96
245188,8,0,0,1,9,0.8888888888888888,-0.8888888888888888,0.07,0.09,-0.31,0.19,0.06,0.07,0.33,-0.3,-0.02,0.08,-0.35
139141,16,0,0,2,18,0.8888888888888888,-0.8888888888888888,0.1,0.09,-0.78,0.23,0.42,0.07,0.15,-0.82,-0.33,0.08,-0.92
278582,16,1,0,0,17,0.9411764705882352,-0.8823529411764706,0.09,0.09,-0.17,0.18,0.17,0.07,0.19,-0.23,-0.22,0.08,-0.43
160735,16,1,0,0,17,0.9411764705882352,-0.8823529411764706,0.0,0.09,-0.21,0.3,-0.06,0.07,0.27,-0.66,-0.02,0.08,-0.57
26535,16,1,0,0,17,0.9411764705882352,-0.8823529411764706,0.13,0.09,-0.46,0.24,-0.07,0.07,0.22,-0.26,0.08,0.08,-0.94
49900,16,1,0,0,17,0.9411764705882352,-0.8823529411764706,0.17,0.09,-0.78,0.21,-0.06,0.07,0.11,-0.66,-0.07,0.08,-0.89
112761,14,0,0,2,16,0.875,-0.875,0.0,0.09,-0.85,0.18,0.06,0.07,0.18,-0.73,-0.42,0.08,-0.94
152468,7,0,0,1,8,0.875,-0.875,0.08,0.09,0.13,0.24,0.01,0.07,0.16,-0.04,0.02,0.08,0.53
31468,7,0,0,1,8,0.875,-0.875,0.04,0.09,-0.46,0.27,-0.07,0.07,0.3,-0.51,-0.31,0.08,-0.92
240235,7,0,0,1,8,0.875,-0.875,0.08,0.09,-0.51,0.35,-0.07,0.07,0.22,-0.72,-0.34,0.08,-0.25
162380,7,0,0,1,8,0.875,-0.875,0.04,0.09,-0.14,0.18,0.02,0.07,0.17,0.0,0.34,0.08,-0.2
27169,7,0,0,1,8,0.875,-0.875,0.08,0.09,0.02,0.19,0.05,0.09,0.2,-0.43,-0.1,0.08,-0.21
166824,15,1,0,0,16,0.9375,-0.875,-0.03,0.09,-0.33,0.19,0.11,0.07,0.18,-0.07,-0.2,0.08,-0.9
38781,7,0,0,1,8,0.875,-0.875,0.09,0.09,-0.66,0.25,0.12,0.07,0.26,-0.83,0.09,0.08,-0.91
79009,15,1,0,0,16,0.9375,-0.875,0.27,0.09,-0.4,0.05,0.26,0.07,0.25,-0.29,-0.51,0.08,0.11
227836,15,1,0,0,16,0.9375,-0.875,0.13,0.09,-0.15,0.19,0.29,0.07,0.22,-0.05,0.0,0.08,0.04
162886,7,0,0,1,8,0.875,-0.875,-0.08,0.09,-0.33,0.08,0.02,0.07,0.21,-0.51,-0.44,0.08,0.0
72601,7,0,0,1,8,0.875,-0.875,-0.08,0.09,-0.07,0.33,0.07,0.07,0.11,-0.03,-0.2,0.08,0.22
44756,7,0,0,1,8,0.875,-0.875,0.02,0.09,-0.24,0.16,0.22,0.07,0.27,-0.39,0.26,0.08,-0.91
197866,7,0,0,1,8,0.875,-0.875,0.05,0.09,-0.07,0.25,0.35,0.07,0.16,-0.16,-0.23,0.08,-0.63
159732,14,1,0,0,15,0.9333333333333332,-0.8666666666666667,0.07,0.09,-0.21,0.14,0.09,0.07,0.3,0.03,-0.03,0.08,0.06
125736,14,1,0,0,15,0.9333333333333332,-0.8666666666666667,0.0,0.09,-0.19,0.24,-0.1,0.07,0.23,-0.29,0.17,0.08,0.19
108243,14,1,0,0,15,0.9333333333333332,-0.8666666666666667,0.0,0.09,0.04,0.18,0.16,0.07,0.23,0.21,0.02,0.08,0.56
151653,14,1,0,0,15,0.9333333333333332,-0.8666666666666667,0.1,0.09,-0.56,0.2,0.11,0.07,0.14,-0.44,-0.54,0.08,-0.89
227520,100,7,0,1,108,0.925925925925926,-0.8611111111111112,-0.01,0.09,-0.82,0.22,0.07,0.07,0.37,-0.77,-0.42,0.08,-0.95
39502,6,0,0,1,7,0.8571428571428571,-0.8571428571428571,-0.08,0.09,-0.77,0.3,0.16,0.07,0.1,-0.77,-0.27,0.08,-0.95
151107,6,0,0,1,7,0.8571428571428571,-0.8571428571428571,0.1,0.09,-0.28,0.17,0.1,0.07,-0.03,-0.13,0.06,0.08,-0.28
114581,13,1,0,0,14,0.9285714285714286,-0.8571428571428571,0.02,0.09,-0.15,0.32,0.08,0.07,0.19,-0.17,0.04,0.08,-0.13
250989,6,0,0,1,7,0.8571428571428571,-0.8571428571428571,0.2,0.09,-0.18,0.17,-0.1,0.07,0.08,-0.36,0.17,0.08,-0.37
77499,6,0,0,1,7,0.8571428571428571,-0.8571428571428571,0.22,0.09,-0.59,0.25,0.07,0.07,0.14,-0.84,0.1,0.08,-0.94
147307,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.07,0.09,-0.43,0.14,0.34,0.07,0.11,-0.59,-0.18,0.08,-0.95
23933,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.03,0.09,-0.35,0.17,0.12,0.07,0.35,-0.25,-0.35,0.08,-0.05
126395,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.01,0.09,-0.24,0.25,-0.01,0.07,0.21,-0.05,-0.3,0.08,-0.01
213641,11,0,0,2,13,0.8461538461538461,-0.8461538461538461,0.1,0.09,-0.1,0.15,0.19,0.07,0.2,-0.24,-0.15,0.08,-0.39
102772,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,-0.06,0.09,-0.26,0.3,0.15,0.07,0.35,-0.26,0.26,0.08,-0.93
166830,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.06,0.09,-0.5,0.27,0.2,0.07,0.26,-0.36,-0.48,0.08,-0.13
215139,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.22,0.09,-0.59,0.27,0.28,0.07,0.11,-0.8,-0.32,0.08,-0.8
227397,24,2,0,0,26,0.9230769230769232,-0.8461538461538461,0.08,0.09,-0.07,0.15,0.07,0.07,0.25,-0.28,-0.08,0.08,-0.24
45107,12,1,0,0,13,0.9230769230769232,-0.8461538461538461,0.21,0.09,-0.41,0.22,-0.03,0.07,0.23,-0.21,0.15,0.08,-0.28
37208,34,3,0,0,37,0.918918918918919,-0.8378378378378378,-0.02,0.09,-0.63,0.06,-0.09,0.07,0.24,-0.44,-0.35,0.08,-0.75
149204,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.04,0.09,-0.31,0.26,-0.15,0.09,0.14,-0.06,-0.32,0.08,-0.41
268282,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.16,0.09,-0.26,0.18,-0.01,0.07,0.12,0.02,0.09,0.08,-0.91
194287,11,1,0,0,12,0.9166666666666666,-0.8333333333333334,-0.03,0.09,-0.72,0.16,0.25,0.07,0.25,-0.66,-0.5,0.08,-0.42
161391,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.02,0.09,-0.21,0.17,-0.02,0.07,0.2,-0.19,-0.12,0.08,-0.35
137742,22,2,0,0,24,0.9166666666666666,-0.8333333333333334,-0.05,0.09,-0.17,0.3,0.06,0.07,0.17,-0.29,-0.18,0.08,-0.76
29915,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.07,0.09,-0.32,0.25,-0.19,0.07,-0.01,-0.26,0.0,0.08,-0.39
252806,11,1,0,0,12,0.9166666666666666,-0.8333333333333334,0.01,0.09,-0.27,0.23,0.13,0.07,0.25,-0.42,-0.09,0.08,-0.43
12515,10,0,0,2,12,0.8333333333333334,-0.8333333333333334,0.15,0.09,-0.61,0.22,0.13,0.07,0.09,-0.67,0.21,0.08,-0.91
191875,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.06,0.09,-0.14,0.2,0.33,0.07,0.03,-0.02,-0.37,0.08,0.31
240663,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.17,0.09,-0.09,0.03,0.01,0.07,0.08,0.11,0.13,0.08,0.04
84427,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.07,0.09,-0.02,0.3,0.02,0.07,0.2,-0.06,-0.16,0.08,-0.02
220911,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.05,0.09,-0.2,0.22,0.03,0.07,0.18,-0.16,0.05,0.08,-0.41
148142,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.0,0.09,-0.16,0.24,0.26,0.07,0.07,-0.09,0.3,0.08,0.13
78778,10,0,0,2,12,0.8333333333333334,-0.8333333333333334,-0.01,0.09,-0.22,0.1,0.02,0.07,0.19,-0.28,-0.02,0.08,-0.42
170575,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.12,0.09,-0.41,0.14,0.05,0.07,0.3,-0.37,-0.4,0.08,-0.08
22167,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.1,0.09,-0.19,0.3,0.08,0.07,0.28,-0.23,-0.07,0.08,-0.19
135869,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,-0.19,0.09,-0.41,0.3,0.12,0.07,0.25,-0.22,-0.22,0.08,-0.21
159860,5,0,0,1,6,0.8333333333333334,-0.8333333333333334,0.06,0.09,0.06,0.04,0.22,0.07,0.02,0.04,-0.06,0.08,0.53
271144,15,1,0,1,17,0.8823529411764706,-0.8235294117647058,0.12,0.09,-0.21,0.08,0.16,0.07,0.27,-0.07,0.16,0.08,-0.24
79266,28,0,0,6,34,0.8235294117647058,-0.8235294117647058,0.11,0.09,-0.62,0.16,0.14,0.07,0.38,-0.48,-0.15,0.08,-0.91
137222,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,0.14,0.09,0.03,0.21,0.35,0.07,0.21,0.08,0.34,0.08,-0.12
193470,9,0,0,2,11,0.8181818181818182,-0.8181818181818182,0.03,0.09,-0.29,0.11,-0.12,0.07,0.17,-0.46,0.19,0.08,-0.57
202195,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,-0.01,0.09,-0.12,0.12,0.13,0.07,0.2,-0.16,0.15,0.08,-0.86
49154,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,0.11,0.09,-0.45,0.27,0.24,0.07,0.22,-0.14,-0.04,0.08,-0.79
125538,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,0.04,0.09,-0.24,0.25,-0.12,0.07,0.35,0.04,0.18,0.08,-0.23
243720,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,-0.08,0.09,-0.7,0.16,0.11,0.07,0.33,-0.95,-0.36,0.08,-0.95
153361,10,1,0,0,11,0.9090909090909092,-0.8181818181818182,-0.04,0.09,-0.23,0.27,0.04,0.07,0.24,-0.65,-0.09,0.08,-0.89
177090,24,2,0,1,27,0.8888888888888888,-0.8148148148148148,-0.04,0.09,-0.55,0.15,0.13,0.07,0.27,-0.27,-0.08,0.08,-0.79
252843,23,1,0,3,27,0.8518518518518519,-0.8148148148148148,0.1,0.09,-0.43,0.19,0.03,0.07,0.18,-0.51,0.29,0.08,-0.57
181796,13,0,0,3,16,0.8125,-0.8125,-0.04,0.09,-0.85,0.21,0.24,0.07,0.14,-0.77,-0.27,0.08,-0.94
191093,4,0,0,1,5,0.8,-0.8,-0.14,0.09,-0.31,0.26,0.2,0.07,0.33,0.2,0.12,0.08,0.13
115929,8,0,0,2,10,0.8,-0.8,-0.06,0.09,-0.27,0.22,0.11,0.07,0.08,-0.06,0.35,0.08,-0.94
134225,4,0,0,1,5,0.8,-0.8,-0.1,0.09,-0.16,0.06,0.36,0.07,0.39,-0.22,0.13,0.08,-0.26
126827,4,0,0,1,5,0.8,-0.8,-0.01,0.09,-0.16,0.32,0.13,0.07,0.17,0.12,-0.13,0.08,0.05
130258,4,0,0,1,5,0.8,-0.8,0.07,0.09,-0.57,0.17,0.04,0.07,0.19,-0.64,-0.4,0.08,-0.27
209985,4,0,0,1,5,0.8,-0.8,-0.03,0.09,0.03,0.26,0.06,0.07,0.12,-0.03,0.43,0.08,0.16
248540,9,1,0,0,10,0.9,-0.8,-0.05,0.09,-0.19,0.27,-0.01,0.07,0.12,-0.32,0.16,0.08,-0.47
25711,4,0,0,1,5,0.8,-0.8,-0.05,0.09,-0.19,0.28,0.05,0.07,0.13,-0.18,0.31,0.08,-0.14
209458,4,0,0,1,5,0.8,-0.8,0.02,0.09,-0.19,0.27,0.14,0.07,0.15,0.02,-0.17,0.08,0.25
22107,8,0,0,2,10,0.8,-0.8,-0.05,0.09,-0.33,0.28,-0.07,0.07,0.26,-0.16,0.22,0.08,-0.2
59895,4,0,0,1,5,0.8,-0.8,-0.03,0.09,-0.24,0.21,0.25,0.07,0.21,-0.01,-0.29,0.08,-0.22
233903,13,1,0,1,15,0.8666666666666667,-0.8,0.02,0.09,-0.74,0.13,-0.02,0.07,0.12,-0.87,0.14,0.08,-0.93
186032,4,0,0,1,5,0.8,-0.8,-0.01,0.09,-0.12,0.12,-0.13,0.07,0.16,-0.3,0.2,0.08,-0.32
174062,4,0,0,1,5,0.8,-0.8,0.05,0.09,-0.15,0.15,-0.02,0.07,0.18,-0.18,0.16,0.08,-0.44
96900,4,0,0,1,5,0.8,-0.8,0.09,0.09,-0.12,0.29,0.2,0.07,0.24,-0.1,-0.16,0.08,-0.16
192460,4,0,0,1,5,0.8,-0.8,-0.03,0.09,-0.45,0.22,-0.01,0.07,0.39,-0.33,0.12,0.08,-0.92
45641,4,0,0,1,5,0.8,-0.8,0.01,0.09,-0.04,0.25,-0.05,0.07,0.11,-0.2,-0.05,0.08,-0.23
166753,4,0,0,1,5,0.8,-0.8,0.09,0.09,-0.22,0.27,0.1,0.07,0.21,-0.05,0.32,0.08,0.04
166492,9,1,0,0,10,0.9,-0.8,-0.06,0.09,-0.27,0.1,0.45,0.07,0.13,0.1,-0.43,0.08,-0.81
37426,4,0,0,1,5,0.8,-0.8,0.08,0.09,-0.37,0.26,0.13,0.07,0.13,-0.04,0.2,0.08,-0.49
217513,4,0,0,1,5,0.8,-0.8,0.08,0.09,-0.38,0.19,-0.04,0.07,0.1,-0.27,-0.12,0.08,-0.37
193769,9,1,0,0,10,0.9,-0.8,0.16,0.09,-0.24,0.22,0.06,0.07,0.27,-0.22,0.2,0.08,-0.25
35233,9,1,0,0,10,0.9,-0.8,0.1,0.09,-0.38,0.23,-0.07,0.07,0.32,-0.31,-0.1,0.08,-0.48
207563,8,0,0,2,10,0.8,-0.8,-0.01,0.09,-0.24,0.37,0.1,0.07,0.17,-0.34,0.1,0.08,-0.21
39087,4,0,0,1,5,0.8,-0.8,0.08,0.09,-0.05,0.25,0.23,0.09,0.47,0.1,-0.26,0.08,0.25
152770,9,1,0,0,10,0.9,-0.8,0.04,0.09,-0.37,0.21,0.17,0.07,0.24,-0.52,-0.17,0.08,-0.72
40553,4,0,0,1,5,0.8,-0.8,0.06,0.09,-0.04,0.2,-0.04,0.07,0.28,-0.15,0.15,0.08,0.02
182088,9,1,0,0,10,0.9,-0.8,0.16,0.09,-0.2,0.28,0.2,0.07,0.19,0.24,-0.11,0.08,-0.28
148966,4,0,0,1,5,0.8,-0.8,0.11,0.09,-0.42,0.26,0.0,0.07,0.15,0.02,-0.11,0.08,-0.93
112979,4,0,0,1,5,0.8,-0.8,0.14,0.09,-0.19,0.13,0.18,0.07,0.17,-0.04,-0.04,0.08,-0.11
113661,9,1,0,0,10,0.9,-0.8,0.07,0.09,-0.16,0.21,-0.05,0.07,0.24,-0.2,0.44,0.08,-0.32
244593,8,0,0,2,10,0.8,-0.8,0.17,0.09,-0.18,0.1,-0.09,0.07,0.22,-0.19,-0.14,0.08,-0.3
28700,4,0,0,1,5,0.8,-0.8,0.07,0.09,-0.18,0.21,0.31,0.07,0.07,0.04,-0.08,0.08,-0.02
204455,4,0,0,1,5,0.8,-0.8,0.07,0.09,0.06,0.32,0.24,0.07,0.24,0.29,0.34,0.08,0.13
185514,4,0,0,1,5,0.8,-0.8,0.17,0.09,-0.29,0.13,-0.02,0.07,0.21,-0.14,-0.12,0.08,-0.09
105874,4,0,0,1,5,0.8,-0.8,0.02,0.09,-0.36,0.26,0.23,0.07,0.28,-0.24,0.04,0.08,-0.14
68465,4,0,0,1,5,0.8,-0.8,0.08,0.09,-0.2,0.32,0.21,0.07,0.14,-0.29,0.18,0.08,-0.14
276847,4,0,0,1,5,0.8,-0.8,0.04,0.09,0.08,0.27,0.14,0.07,0.06,0.19,-0.1,0.08,-0.11
272423,4,0,0,1,5,0.8,-0.8,0.0,0.09,-0.44,0.3,-0.04,0.07,0.2,-0.4,0.06,0.08,-0.07
27813,16,1,0,2,19,0.8421052631578947,-0.7894736842105263,0.12,0.09,-0.7,0.23,0.21,0.07,0.16,-0.54,-0.18,0.08,-0.93
52614,24,2,0,2,28,0.8571428571428571,-0.7857142857142857,0.01,0.09,-0.78,0.18,0.06,0.07,0.32,-0.77,0.06,0.08,-0.94
36749,11,0,0,3,14,0.7857142857142857,-0.7857142857142857,0.05,0.09,-0.28,0.12,0.17,0.07,0.15,-0.22,0.26,0.08,-0.47
73651,24,2,0,2,28,0.8571428571428571,-0.7857142857142857,0.02,0.09,-0.57,-0.03,0.01,0.07,0.2,-0.45,-0.15,0.08,-0.89
188273,25,3,0,0,28,0.8928571428571429,-0.7857142857142857,0.01,0.09,-0.34,0.19,0.0,0.07,0.19,-0.19,-0.18,0.08,-0.19
13604,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.11,0.09,-0.28,0.13,0.17,0.07,0.35,-0.01,0.2,0.08,-0.09
249650,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.14,0.09,-0.29,0.34,-0.08,0.07,0.3,-0.43,-0.5,0.08,-0.21
176879,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.0,0.09,-0.57,0.25,0.15,0.07,0.13,-0.33,0.11,0.08,-0.94
257454,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,-0.01,0.09,-0.2,0.19,0.07,0.07,0.18,-0.07,-0.35,0.08,-0.01
23547,16,2,0,0,18,0.8888888888888888,-0.7777777777777778,0.14,0.09,-0.28,0.17,-0.11,0.07,0.18,-0.09,-0.38,0.08,-0.19
272786,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.14,0.09,0.01,0.3,0.1,0.07,0.16,-0.1,0.05,0.08,0.17
249939,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.01,0.09,-0.41,0.13,0.28,0.07,0.26,-0.14,0.01,0.08,-0.22
202532,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,-0.1,0.09,-0.56,0.23,-0.01,0.07,0.19,-0.74,0.33,0.08,-0.93
203805,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.05,0.09,-0.77,0.17,0.27,0.09,0.18,-0.88,-0.22,0.08,-0.71
247447,84,7,0,8,99,0.8484848484848485,-0.7777777777777778,0.15,0.09,-0.54,0.1,0.01,0.07,0.12,-0.41,-0.25,0.08,-0.95
232838,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,-0.08,0.09,-0.3,0.29,0.25,0.07,0.11,-0.63,-0.06,0.08,-0.68
60157,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.2,0.09,-0.28,0.2,0.12,0.07,0.12,-0.05,0.28,0.08,-0.37
248492,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,-0.01,0.09,-0.07,0.24,0.05,0.07,0.15,-0.02,-0.37,0.08,0.13
30810,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.12,0.09,-0.3,0.21,0.24,0.07,0.3,0.08,0.26,0.08,0.01
117577,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,0.16,0.09,-0.13,0.18,0.14,0.07,0.27,-0.1,0.04,0.08,-0.22
86093,7,0,0,2,9,0.7777777777777778,-0.7777777777777778,-0.02,0.09,-0.03,0.25,0.06,0.09,0.13,-0.3,-0.14,0.08,-0.33
191560,8,1,0,0,9,0.8888888888888888,-0.7777777777777778,-0.1,0.09,-0.32,0.15,0.26,0.07,0.1,-0.26,-0.03,0.08,-0.09
45113,11,1,0,1,13,0.8461538461538461,-0.7692307692307693,-0.05,0.09,-0.53,0.21,-0.11,0.07,0.18,-0.28,-0.1,0.08,-0.94
151101,11,1,0,1,13,0.8461538461538461,-0.7692307692307693,0.02,0.09,-0.36,0.24,0.16,0.07,0.25,-0.18,-0.33,0.08,-0.1
155219,28,2,0,4,34,0.8235294117647058,-0.7647058823529411,-0.12,0.09,-0.31,0.16,-0.15,0.07,0.11,-0.33,0.2,0.08,-0.54
107021,14,1,0,2,17,0.8235294117647058,-0.7647058823529411,0.02,0.09,-0.22,0.26,-0.01,0.07,0.23,-0.37,-0.38,0.08,-0.27
