,num_USA,num_rest,num_total,ratio_USA,new_ratio_USA_Random,new_ratio_USA_MostPop,new_ratio_USA_UserKNN,new_ratio_USA_MF,new_ratio_USA_PMF,new_ratio_USA_BPR,new_ratio_USA_NMF,new_ratio_USA_WMF,new_ratio_USA_PF,new_ratio_USA_NeuMF,new_ratio_USA_VAECF
116301,7,5,12,0.5833333333333334,0.72,0.77,0.75,0.51,0.66,0.76,0.58,0.67,0.71,0.75,0.47
168954,21,15,36,0.5833333333333334,0.71,0.77,0.68,0.59,0.72,0.76,0.6,0.69,0.76,0.75,0.78
11629,7,5,12,0.5833333333333334,0.62,0.77,0.81,0.58,0.7,0.76,0.68,0.72,0.86,0.75,0.96
28594,7,5,12,0.5833333333333334,0.72,0.77,0.58,0.49,0.67,0.76,0.66,0.63,0.76,0.75,0.72
244359,7,5,12,0.5833333333333334,0.72,0.77,0.79,0.45,0.57,0.76,0.56,0.63,0.68,0.75,0.77
31846,14,10,24,0.5833333333333334,0.66,0.77,0.77,0.51,0.61,0.76,0.48,0.78,0.72,0.75,0.54
78778,7,5,12,0.5833333333333334,0.73,0.77,0.75,0.54,0.71,0.76,0.51,0.74,0.79,0.75,0.68
128331,7,5,12,0.5833333333333334,0.67,0.77,0.63,0.53,0.57,0.76,0.59,0.68,0.72,0.75,0.54
78440,7,5,12,0.5833333333333334,0.65,0.77,0.71,0.52,0.63,0.77,0.55,0.61,0.81,0.75,0.62
274808,14,10,24,0.5833333333333334,0.74,0.77,0.77,0.53,0.57,0.76,0.57,0.75,0.74,0.75,0.46
260067,7,5,12,0.5833333333333334,0.69,0.77,0.7,0.59,0.65,0.76,0.55,0.75,0.69,0.75,0.76
70014,7,5,12,0.5833333333333334,0.65,0.77,0.73,0.52,0.77,0.76,0.6,0.7,0.7,0.75,0.81
201036,7,5,12,0.5833333333333334,0.68,0.77,0.69,0.55,0.55,0.76,0.62,0.68,0.77,0.75,0.73
221753,7,5,12,0.5833333333333334,0.73,0.77,0.66,0.54,0.68,0.76,0.49,0.73,0.78,0.75,0.54
194669,7,5,12,0.5833333333333334,0.69,0.77,0.72,0.53,0.53,0.76,0.57,0.77,0.71,0.75,0.81
100782,7,5,12,0.5833333333333334,0.66,0.77,0.51,0.53,0.57,0.76,0.54,0.59,0.46,0.75,0.18
21011,17,12,29,0.5862068965517241,0.68,0.77,0.74,0.57,0.72,0.76,0.51,0.71,0.73,0.75,0.77
197775,10,7,17,0.5882352941176471,0.73,0.77,0.66,0.48,0.58,0.76,0.5,0.68,0.79,0.75,0.74
26057,10,7,17,0.5882352941176471,0.57,0.77,0.68,0.64,0.56,0.76,0.57,0.66,0.67,0.75,0.77
87911,10,7,17,0.5882352941176471,0.68,0.77,0.66,0.68,0.8,0.76,0.58,0.68,0.83,0.75,0.53
12100,10,7,17,0.5882352941176471,0.71,0.77,0.68,0.51,0.55,0.76,0.52,0.68,0.68,0.75,0.68
149661,10,7,17,0.5882352941176471,0.73,0.77,0.75,0.58,0.71,0.76,0.52,0.67,0.56,0.75,0.76
168816,10,7,17,0.5882352941176471,0.64,0.77,0.74,0.51,0.6,0.76,0.59,0.65,0.79,0.75,0.76
157799,10,7,17,0.5882352941176471,0.67,0.77,0.86,0.47,0.68,0.76,0.56,0.83,0.76,0.75,0.81
128325,10,7,17,0.5882352941176471,0.63,0.77,0.76,0.46,0.67,0.76,0.56,0.75,0.79,0.75,0.78
209229,10,7,17,0.5882352941176471,0.66,0.77,0.72,0.63,0.55,0.76,0.53,0.68,0.71,0.75,0.77
274325,10,7,17,0.5882352941176471,0.59,0.77,0.74,0.59,0.69,0.76,0.53,0.78,0.88,0.75,0.77
172512,13,9,22,0.5909090909090909,0.69,0.77,0.75,0.54,0.62,0.76,0.52,0.74,0.78,0.75,0.86
98723,13,9,22,0.5909090909090909,0.72,0.77,0.79,0.62,0.71,0.76,0.51,0.8,0.76,0.75,0.8
146932,13,9,22,0.5909090909090909,0.71,0.77,0.74,0.52,0.5,0.76,0.59,0.71,0.74,0.75,0.69
49212,13,9,22,0.5909090909090909,0.69,0.77,0.77,0.6,0.57,0.77,0.6,0.82,0.61,0.75,0.77
37400,13,9,22,0.5909090909090909,0.75,0.77,0.7,0.67,0.67,0.76,0.53,0.7,0.81,0.75,0.57
222050,13,9,22,0.5909090909090909,0.65,0.77,0.68,0.47,0.58,0.76,0.6,0.55,0.67,0.75,0.64
39616,13,9,22,0.5909090909090909,0.66,0.77,0.68,0.55,0.55,0.76,0.53,0.73,0.78,0.75,0.96
193458,29,20,49,0.5918367346938775,0.75,0.77,0.7,0.61,0.56,0.76,0.63,0.64,0.67,0.75,0.77
205980,16,11,27,0.5925925925925926,0.72,0.77,0.69,0.6,0.58,0.76,0.64,0.68,0.73,0.75,0.8
96448,19,13,32,0.59375,0.58,0.77,0.65,0.61,0.64,0.76,0.5,0.65,0.6,0.75,0.49
72214,19,13,32,0.59375,0.74,0.77,0.75,0.57,0.7,0.76,0.65,0.66,0.73,0.75,0.62
81492,25,17,42,0.5952380952380952,0.67,0.77,0.76,0.59,0.6,0.76,0.54,0.69,0.71,0.75,0.97
8245,43,29,72,0.5972222222222222,0.78,0.77,0.8,0.64,0.56,0.76,0.47,0.66,0.85,0.75,0.75
2977,9,6,15,0.6,0.78,0.77,0.69,0.66,0.7,0.76,0.57,0.6,0.72,0.75,0.74
203742,3,2,5,0.6,0.62,0.77,0.79,0.52,0.7,0.76,0.6,0.7,0.78,0.75,0.84
123676,3,2,5,0.6,0.68,0.77,0.68,0.52,0.7,0.76,0.58,0.59,0.7,0.75,0.72
208788,3,2,5,0.6,0.63,0.77,0.65,0.49,0.63,0.76,0.63,0.57,0.69,0.75,0.68
245203,3,2,5,0.6,0.67,0.77,0.82,0.55,0.56,0.76,0.58,0.75,0.71,0.75,0.78
35922,3,2,5,0.6,0.69,0.77,0.8,0.48,0.62,0.76,0.59,0.87,0.56,0.75,0.87
203392,3,2,5,0.6,0.72,0.77,0.81,0.53,0.77,0.76,0.51,0.77,0.77,0.75,0.94
203280,6,4,10,0.6,0.64,0.77,0.69,0.62,0.63,0.76,0.6,0.88,0.82,0.75,0.66
208251,6,4,10,0.6,0.62,0.77,0.76,0.56,0.59,0.76,0.57,0.88,0.7,0.75,0.8
122901,3,2,5,0.6,0.73,0.77,0.7,0.47,0.57,0.76,0.64,0.67,0.82,0.75,0.81
265607,6,4,10,0.6,0.69,0.77,0.54,0.5,0.54,0.76,0.59,0.63,0.74,0.75,0.49
181948,3,2,5,0.6,0.64,0.77,0.8,0.49,0.6,0.76,0.61,0.8,0.8,0.75,0.92
142398,3,2,5,0.6,0.72,0.77,0.71,0.51,0.62,0.76,0.63,0.77,0.75,0.75,0.87
80075,3,2,5,0.6,0.69,0.77,0.81,0.54,0.57,0.76,0.56,0.77,0.73,0.75,0.77
239609,3,2,5,0.6,0.65,0.77,0.73,0.48,0.59,0.76,0.51,0.76,0.82,0.75,0.82
164027,6,4,10,0.6,0.63,0.77,0.78,0.55,0.66,0.76,0.58,0.67,0.77,0.75,0.79
105874,3,2,5,0.6,0.71,0.77,0.7,0.52,0.54,0.76,0.54,0.76,0.68,0.75,0.83
208376,3,2,5,0.6,0.73,0.77,0.85,0.49,0.56,0.76,0.5,0.77,0.71,0.75,0.93
134225,3,2,5,0.6,0.67,0.77,0.74,0.47,0.56,0.76,0.61,0.68,0.75,0.75,0.8
36103,3,2,5,0.6,0.76,0.77,0.75,0.49,0.56,0.77,0.55,0.64,0.65,0.75,0.79
103251,3,2,5,0.6,0.66,0.77,0.71,0.61,0.63,0.76,0.62,0.67,0.78,0.75,0.76
242544,3,2,5,0.6,0.65,0.77,0.73,0.65,0.72,0.76,0.66,0.66,0.76,0.75,0.73
103277,3,2,5,0.6,0.65,0.77,0.76,0.52,0.71,0.76,0.64,0.64,0.67,0.75,0.74
120178,6,4,10,0.6,0.68,0.77,0.63,0.52,0.64,0.76,0.56,0.71,0.69,0.75,0.79
75762,3,2,5,0.6,0.64,0.77,0.72,0.51,0.59,0.76,0.54,0.49,0.75,0.75,0.84
206058,3,2,5,0.6,0.68,0.77,0.62,0.47,0.59,0.76,0.54,0.7,0.75,0.75,0.72
123724,3,2,5,0.6,0.71,0.77,0.69,0.52,0.66,0.76,0.56,0.62,0.8,0.75,0.73
163329,3,2,5,0.6,0.69,0.77,0.65,0.56,0.57,0.76,0.72,0.69,0.77,0.75,0.76
